"id_study","country","year","fu","follow_up_of","with_refreshers","according_to_natmed","according_to_bmi_whtr_htn","notes"
"NOR_1993_HUSKbc2849","Norway",1993,,,,,,
"NOR_1993_HUSKbc5052","Norway",1993,,,,,,
"NOR_1995_Tromso","Norway",1995,"nonFU",,,,"nonFU",
"NOR_1996_HUNT","Norway",1996,"nonFU",,,,"nonFU",
"NOR_1996_YHUNT","Norway",1996,,,,,,
"NOR_1998_HUSKbc2527","Norway",1998,,,,,,
"NOR_1998_HUSKbc5051","Norway",1998,"nonFU",,,,"nonFU",
"NOR_1998_HUSKbc5357","Norway",1998,"nonFU",,,,"nonFU",
"NOR_2000_EYHS","Norway",2000,,,,,,
"NOR_2001_YHUNT","Norway",2001,,,,,,
"NOR_2002_HOT","Norway",2002,,,,,,
"NOR_2002_Tromso","Norway",2002,,,,,,
"NOR_2006_PANCS","Norway",2006,,,,,,
"NOR_2007_HUNT","Norway",2007,,,,,,
"NOR_2007_YHUNT","Norway",2007,,,,,,
"NOR_2008_COSI1","Norway",2008,,,,,,
"NOR_2008_Tromso","Norway",2008,"FU_w_refreshers","Yes","Yes",,"FU_w_refreshers",
"NOR_2010_COSI2","Norway",2010,,,,,,
"NOR_2010_ENERGY","Norway",2010,,,,,,
"NOR_2010_TESS","Norway",2010,,,,,,
"NOR_2012_COSI3","Norway",2012,,,,,,
"NOR_2012_TESS","Norway",2012,,,,,,
"NOR_2014_TESS","Norway",2014,,,,,,
"NOR_2016_COSI4","Norway",2016,,,,,,
"NOR_2016_TESS","Norway",2016,,,,,,
"NOR_2016_Tromso","Norway",2016,,,,,,
"NOR_2018_HUNT","Norway",2018,"FU_w_refreshers","Yes","Yes",,"FU_w_refreshers",
"NOR_2018_TESS","Norway",2018,,,,,,
"NOR_2018_YHUNT","Norway",2018,,,,,,
"NOR_2019_HUSKbc5051","Norway",2019,,,,,,
"NOR_2020_TESS","Norway",2020,,,,,,
"NPL_1996_DHS","Nepal",1996,,,,,,
"NPL_1997_4524005","Nepal",1997,,,,,,
"NPL_2001_DHS","Nepal",2001,,,,,,
"NPL_2003_STEPS","Nepal",2003,,,,,,
"NPL_2005_STEPS","Nepal",2005,"nonFU",,,,"nonFU",
"NPL_2006_DHS","Nepal",2006,,,,,,
"NPL_2008_STEPS","Nepal",2008,"nonFU",,,,"nonFU",
"NPL_2009_KHDC1","Nepal",2009,"nonFU",,,,"nonFU",
"NPL_2009_KHDC2","Nepal",2009,"nonFU",,,,"nonFU",
"NPL_2009_KHDC3","Nepal",2009,"nonFU",,,,"nonFU",
"NPL_2011_DHS","Nepal",2011,,,,,,
"NPL_2013_STEPS","Nepal",2013,"nonFU",,,,"nonFU",
"NPL_2015_COBIN","Nepal",2015,,,,,,
"NPL_2015_STEPSDhankuta","Nepal",2015,"nonFU",,,,"nonFU",
"NPL_2015_STEPSIlam","Nepal",2015,"nonFU",,,,"nonFU",
"NPL_2016_DHS","Nepal",2016,,,,,,
"NPL_2016_NMSS","Nepal",2016,,,,,,
"NPL_2017_NCD","Nepal",2017,"nonFU",,,,"nonFU",
"NPL_2019_STEPS","Nepal",2019,"nonFU",,,,"nonFU",
"NPL_2022_DHS","Nepal",2022,,,,,,
"NRU_1982_NIDDM","Nauru",1982,,,,,,
"NRU_1987_NIDDM","Nauru",1987,,,,,,
"NRU_1994_NIDDM","Nauru",1994,,,,,,
"NRU_2004_STEPS","Nauru",2004,"nonFU",,,,"nonFU",
"NRU_2006_STEPS","Nauru",2006,"nonFU",,,,"nonFU",
"NRU_2011_GSHS","Nauru",2011,,,,,,
"NRU_2015_STEPS","Nauru",2015,"nonFU",,,,"nonFU",
"NRU_2025_STEPS","Nauru",2025,,"No",,,,
"NZL_1982_MONICA-AUCa","New Zealand",1982,,,,,,
"NZL_1989_LINZ","New Zealand",1989,,,,,,
"NZL_1992_6554056","New Zealand",1992,,,,,,
"NZL_1993_MONICA-AUCa","New Zealand",1993,,,,,,
"NZL_1997_NNS","New Zealand",1997,,,,,,
"NZL_2002_CNS","New Zealand",2002,,,,,,
"NZL_2003_NZHS","New Zealand",2003,,,,,,
"NZL_2007_NZHS","New Zealand",2007,"nonFU",,,,"nonFU",
"NZL_2009_ANS","New Zealand",2009,"nonFU",,,,"nonFU",
"NZL_2012_NZHS","New Zealand",2012,"nonFU",,,,"nonFU",
"NZL_2013_NZHS","New Zealand",2013,"nonFU",,,,"nonFU",
"NZL_2014_NZHS","New Zealand",2014,"nonFU",,,,"nonFU",
"NZL_2015_NZHS","New Zealand",2015,"nonFU",,,,"nonFU",
"NZL_2016_NZHS","New Zealand",2016,"nonFU",,,,"nonFU",
"NZL_2017_NZHS","New Zealand",2017,"nonFU",,,,"nonFU",
"NZL_2018_NZHS","New Zealand",2018,"nonFU",,,,"nonFU",
"NZL_2019_NZHS","New Zealand",2019,"nonFU",,,,"nonFU",
"NZL_2020_NZHS","New Zealand",2020,"nonFU",,,,"nonFU",
"NZL_2021_NZHS","New Zealand",2021,"nonFU",,,,"nonFU",
"OMN_1991_NDS","Oman",1991,"nonFU",,,,"nonFU",
"OMN_2000_ONHS","Oman",2000,,,,,,
"OMN_2001_Nizwa","Oman",2001,"nonFU",,,,"nonFU",
"OMN_2006_STEPS","Oman",2006,,,,,,
"OMN_2008_WHS","Oman",2008,"nonFU",,,,"nonFU",
"OMN_2010_GSHS","Oman",2010,,,,,,
"OMN_2015_GSHS","Oman",2015,,,,,,
"OMN_2017_STEPS","Oman",2017,"nonFU",,,,"nonFU",
"PAK_1992_4586081","Pakistan",1992,,,,,,
"PAK_1992_NHSP","Pakistan",1992,"nonFU",,,,"nonFU",
"PAK_1999_4586045","Pakistan",1999,,,,,,
"PAK_2005_4586094","Pakistan",2005,,,,,,
"PAK_2005_STEPS","Pakistan",2005,"nonFU",,,,"nonFU",
"PAK_2011_NNS","Pakistan",2011,,,,,,
"PAK_2013_DHS","Pakistan",2013,,,,,,
"PAK_2014_STEPS","Pakistan",2014,"nonFU",,,,"nonFU",
"PAK_2017_NDSP","Pakistan",2017,"nonFU",,"nonFU","nonFU","nonFU",
"PAK_2018_DHS","Pakistan",2018,,,,,,
"PAK_2018_NNS","Pakistan",2018,,,,,,
"PAN_2003_ENV","Panama",2003,,,,,,
"PAN_2011_PREFREC","Panama",2011,"nonFU",,"nonFU","nonFU","nonFU",
"PAN_2018_GSHS","Panama",2018,,,,,,
"PAN_2019_ENSPA","Panama",2019,"nonFU",,"nonFU","nonFU","nonFU",
"PER_1992_DHS","Peru",1992,,,,,,
"PER_1996_DHS","Peru",1996,,,,,,
"PER_2000_DHS","Peru",2000,,,,,,
"PER_2003_FRENTvilla","Peru",2003,"nonFU",,,,"nonFU",
"PER_2004_FRENTtrujillo","Peru",2004,"nonFU",,,,"nonFU",
"PER_2005_CARMELA","Peru",2005,,,,,,
"PER_2005_DHS","Peru",2005,,,,,,
"PER_2005_ENIN","Peru",2005,"nonFU",,,,"nonFU",
"PER_2005_FRENThuancayo","Peru",2005,"nonFU",,,,"nonFU",
"PER_2006_FRENTlima","Peru",2006,"nonFU",,,,"nonFU",
"PER_2008_CENAN","Peru",2008,,,,,,
"PER_2008_DHS","Peru",2008,,,,,,
"PER_2008_PMS","Peru",2008,"nonFU",,"nonFU","nonFU","nonFU",
"PER_2008_monin","Peru",2008,,,,,,
"PER_2009_DHS","Peru",2009,,,,,,
"PER_2010_CENAN","Peru",2010,"nonFU",,,,"nonFU",
"PER_2010_DHS","Peru",2010,,,,,,
"PER_2010_GSHS","Peru",2010,,,,,,
"PER_2011_CRONICAS","Peru",2011,"nonFU",,"nonFU","nonFU","nonFU",
"PER_2011_DHS","Peru",2011,,,,,,
"PER_2012_CENAN","Peru",2012,"nonFU",,,,"nonFU",
"PER_2012_CRONICAS","Peru",2012,"FU","No","No",,"FU",
"PER_2012_DHS","Peru",2012,,,,,,
"PER_2013_DHS","Peru",2013,,,,,,
"PER_2013_ElderlySMP","Peru",2013,"nonFU",,,,"nonFU",
"PER_2013_PMS","Peru",2013,"FU","No","No",,"FU",
"PER_2014_CRONICAS","Peru",2014,"FU","No","No",,"FU",
"PER_2014_DHS","Peru",2014,,,,,,
"PER_2014_SALT","Peru",2014,,,,,,
"PER_2015_DHS","Peru",2015,,,,,,
"PER_2015_ELANS","Peru",2015,"nonFU",,,,"nonFU",
"PER_2016_DHS","Peru",2016,,,,,,
"PER_2016_PMS","Peru",2016,,,,,,
"PER_2017_DHS","Peru",2017,,,,,,
"PER_2017_T2DMSCREENING","Peru",2017,"nonFU",,"nonFU","nonFU","nonFU",
"PER_2018_DEGREErural","Peru",2018,,,,,,
"PER_2018_DEGREEurban","Peru",2018,,,,,,
"PER_2018_DHS","Peru",2018,,,,,,
"PER_2018_VIANEV","Peru",2018,"nonFU",,,,"nonFU",
"PER_2019_DHS","Peru",2019,,,,,,
"PER_2020_DHS","Peru",2020,,,,,,
"PER_2021_DHS","Peru",2021,,,,,,
"PER_2022_DHS","Peru",2022,,,,,,
"PER_2023_DHS","Peru",2023,,,,,,
"PHL_1983_CLHNS-BFU1","Philippines",1983,,,,,,
"PHL_1984_CLHNS-BFU2","Philippines",1984,,,,,,
"PHL_1984_CLHNS-BFU3","Philippines",1984,,,,,,
"PHL_1984_CLHNS-BFU4","Philippines",1984,,,,,,
"PHL_1984_CLHNS-BFU5","Philippines",1984,,,,,,
"PHL_1984_CLHNS-BFU6","Philippines",1984,,,,,,
"PHL_1984_CLHNS-BFU7","Philippines",1984,,,,,,
"PHL_1985_CLHNS-BFU10","Philippines",1985,,,,,,
"PHL_1985_CLHNS-BFU11","Philippines",1985,,,,,,
"PHL_1985_CLHNS-BFU12","Philippines",1985,,,,,,
"PHL_1985_CLHNS-BFU8","Philippines",1985,,,,,,
"PHL_1985_CLHNS-BFU9","Philippines",1985,,,,,,
"PHL_1988_5608001","Philippines",1988,,,,,,
"PHL_1992_CLHNS-Child","Philippines",1992,,,,,,
"PHL_1992_CLHNS-Mom","Philippines",1992,,,,,,
"PHL_1993_NNS","Philippines",1993,,,,,,
"PHL_1993_NSMS","Philippines",1993,,,,,,
"PHL_1993_SMS","Philippines",1993,,,,,,
"PHL_1995_CLHNS-Mom","Philippines",1995,"nonFU",,,,"nonFU",
"PHL_1998_NNS","Philippines",1998,,,,,,
"PHL_1999_CLHNS-Child","Philippines",1999,,,,,,
"PHL_1999_CLHNS-Mom","Philippines",1999,,,,,,
"PHL_2002_CLHNS-Child","Philippines",2002,,,,,,
"PHL_2002_CLHNS-Mom","Philippines",2002,,,,,,
"PHL_2003_GSHS","Philippines",2003,,,,,,
"PHL_2003_NNSfullanthro","Philippines",2003,,,,,,
"PHL_2003_NNSsub","Philippines",2003,"nonFU",,,,"nonFU",
"PHL_2005_CLHNS-Child","Philippines",2005,"nonFU",,,,"nonFU",
"PHL_2005_CLHNS-Mom","Philippines",2005,"FU","No","No",,"FU",
"PHL_2007_CLHNS-Child","Philippines",2007,"FU","No","No",,"FU",
"PHL_2007_CLHNS-Mom","Philippines",2007,"FU","No","No",,"FU",
"PHL_2007_GSHS","Philippines",2007,,,,,,
"PHL_2008_NNSfullanthro","Philippines",2008,,,,,,
"PHL_2008_NNSsub","Philippines",2008,"nonFU",,,,"nonFU",
"PHL_2009_CLHNS-Child","Philippines",2009,"FU","No","No",,"FU",
"PHL_2011_GSHS","Philippines",2011,,,,,,
"PHL_2011_NNS","Philippines",2011,"nonFU",,,,"nonFU",
"PHL_2014_NNS","Philippines",2014,"nonFU",,,,"nonFU",
"PHL_2015_GSHS","Philippines",2015,,,,,,
"PHL_2015_NNS","Philippines",2015,"nonFU",,,,"nonFU",
"PHL_2019_ENNS","Philippines",2019,,"No",,,,
"PHL_2019_GSHS","Philippines",2019,,,,,,
"PLW_2010_SHS","Palau",2010,,,,,,
"PLW_2011_SHS","Palau",2011,,,,,,
"PLW_2012_SHS","Palau",2012,,,,,,
"PLW_2012_STEPS","Palau",2012,"nonFU",,,,"nonFU",
"PLW_2013_SHS","Palau",2013,,,,,,
"PLW_2014_SHS","Palau",2014,,,,,,
"PLW_2015_SHS","Palau",2015,,,,,,
"PLW_2016_SHS","Palau",2016,,,,,,
"PLW_2016_STEPS","Palau",2016,,,,,,
"PLW_2017_SHS","Palau",2017,,,,,,
"PLW_2018_SHS","Palau",2018,,,,,,
"PLW_2019_SHS","Palau",2019,,,,,,
"PLW_2020_SHS","Palau",2020,,,,,,
"PLW_2021_SHS","Palau",2021,,,,,,
"PLW_2022_SHS","Palau",2022,,,,,,
"PNG_1986_INTERSALT","Papua New Guinea",1986,,,,,,
"PNG_1991_citDowse","Papua New Guinea",1991,"nonFU",,,,"nonFU",
"POL_1984_MONICA-TARa","Poland",1984,,,,,,
"POL_1984_MONICA-WARa","Poland",1984,,,,,,
"POL_1986_Conscripts","Poland",1986,,,,,,
"POL_1986_INTERSALT-Krakow","Poland",1986,,,,,,
"POL_1986_INTERSALT-Warsaw","Poland",1986,,,,,,
"POL_1988_MONICA-TARa","Poland",1988,,,,,,
"POL_1988_MONICA-WARa","Poland",1988,,,,,,
"POL_1988_SNS","Poland",1988,,,,,,
"POL_1989_CINDI","Poland",1989,,,,,,
"POL_1993_MONICA-TARa","Poland",1993,,,,,,
"POL_1993_MONICA-WARa","Poland",1993,,,,,,
"POL_1995_Conscripts","Poland",1995,,,,,,
"POL_1996_CINDI","Poland",1996,"nonFU",,,,"nonFU",
"POL_1997_Wroclaw-adol","Poland",1997,,,,,,
"POL_2000_CINDI","Poland",2000,"nonFU",,,,"nonFU",
"POL_2000_citMAZUR","Poland",2000,,,,,,
"POL_2001_Conscripts","Poland",2001,,,,,,
"POL_2001_HFCAS","Poland",2001,"nonFU",,,,"nonFU",
"POL_2001_citMAZUR","Poland",2001,,,,,,
"POL_2002_CINDI","Poland",2002,"nonFU",,,,"nonFU",
"POL_2002_CINDI-senior","Poland",2002,,,,,,
"POL_2002_NATPOL","Poland",2002,"nonFU",,,,"nonFU",
"POL_2002_YMCA","Poland",2002,,,,,,
"POL_2002_citMAZUR","Poland",2002,,,,,,
"POL_2003_EMAS","Poland",2003,"nonFU",,,,"nonFU",
"POL_2003_citMAZUR","Poland",2003,,,,,,
"POL_2004_HAPIEE","Poland",2004,"nonFU",,"nonFU","nonFU","nonFU",
"POL_2004_LIPIDOGRAM","Poland",2004,"nonFU",,,,"nonFU",
"POL_2004_WOBASZ","Poland",2004,"nonFU",,,,"nonFU",
"POL_2004_citMAZUR","Poland",2004,,,,,,
"POL_2005_MHESS","Poland",2005,"nonFU",,,,"nonFU",
"POL_2005_citMAZUR","Poland",2005,,,,,,
"POL_2006_CINDI","Poland",2006,"nonFU",,,,"nonFU",
"POL_2006_LIPIDOGRAM","Poland",2006,"nonFU",,,,"nonFU",
"POL_2006_citMAZUR","Poland",2006,,,,,,
"POL_2007_WOBASZSenior","Poland",2007,,,,,,
"POL_2007_citMAZUR","Poland",2007,,,,,,
"POL_2008_EMAS","Poland",2008,"FU","No","No",,"FU",
"POL_2008_OLAF","Poland",2008,,,,,,
"POL_2008_OLAFSecondary","Poland",2008,,,,,,
"POL_2008_citMAZUR","Poland",2008,,,,,,
"POL_2009_MHESS","Poland",2009,"nonFU",,,,"nonFU",
"POL_2009_PolSenior","Poland",2009,"nonFU",,,,"nonFU",
"POL_2009_citMAZUR","Poland",2009,,,,,,
"POL_2010_Conscripts","Poland",2010,,,,,,
"POL_2010_citMAZUR","Poland",2010,,,,,,
"POL_2011_NATPOL","Poland",2011,"nonFU",,"nonFU","nonFU","nonFU",
"POL_2011_OLA","Poland",2011,,,,,,
"POL_2013_MHESS","Poland",2013,"nonFU",,,,"nonFU",
"POL_2013_SNS","Poland",2013,,,,,,
"POL_2014_WOBASZ","Poland",2014,"nonFU",,,,"nonFU",
"POL_2014_citWyszynska","Poland",2014,,,,,,
"POL_2016_BFPA","Poland",2016,,,,,,
"POL_2016_COSI4","Poland",2016,,,,,,
"POL_2016_LIPIDOGRAM","Poland",2016,"nonFU",,"nonFU","nonFU","nonFU",
"POL_2016_citBaran","Poland",2016,,,,,,
"POL_2017_Erasmus","Poland",2017,,,,,,
"POL_2017_NCDRFPre","Poland",2017,,,,,,
"POL_2017_OOOC","Poland",2017,,,,,,
"POL_2017_PSFCM","Poland",2017,,,,,,
"POL_2017_RFOPA","Poland",2017,,,,,,
"POL_2018_COSI5","Poland",2018,,,,,,
"POL_2018_Erasmus","Poland",2018,,,,,,
"POL_2018_MHESS","Poland",2018,"nonFU",,,,"nonFU",
"POL_2018_NCDRFPre","Poland",2018,,,,,,
"POL_2018_POOBB","Poland",2018,,,,,,
"POL_2019_NCDRFPre","Poland",2019,,,,,,
"POL_2019_NNS","Poland",2019,,,,,,
"POL_2019_PolSenior2","Poland",2019,,"No",,,,
"POL_2019_SocialObesity","Poland",2019,,,,,,
"POL_2020_AOTFC","Poland",2020,,,,,,
"POL_2020_CHSRF","Poland",2020,,,,,,
"POL_2020_PICTURE_adult","Poland",2020,,"No",,,,
"POL_2020_PICTURE_child","Poland",2020,,,,,,
"POL_2023_COSI6","Poland",2023,,,,,,
"POL_2024_Core","Poland",2024,,,,,,
"POL_2024_Podkarpackie","Poland",2024,,,,,,
"PRI_2003_PREHCO","Puerto Rico",2003,"nonFU",,,,"nonFU",
"PRI_2006_14630035","Puerto Rico",2006,,,,,,
"PRI_2007_PREHCO","Puerto Rico",2007,,,,,,
"PRI_2012_HPVinfection","Puerto Rico",2012,"nonFU",,,,"nonFU",
"PRT_1981_GCCP","Portugal",1981,,,,,,
"PRT_1985_CON","Portugal",1985,,,,,,
"PRT_1986_CON","Portugal",1986,,,,,,
"PRT_1986_INTERSALT","Portugal",1986,,,,,,
"PRT_1987_CON","Portugal",1987,,,,,,
"PRT_1988_CON","Portugal",1988,,,,,,
"PRT_1989_CON","Portugal",1989,,,,,,
"PRT_1990_CON","Portugal",1990,,,,,,
"PRT_1991_CON","Portugal",1991,,,,,,
"PRT_1992_CON","Portugal",1992,,,,,,
"PRT_1993_CON","Portugal",1993,,,,,,
"PRT_1994_CON","Portugal",1994,,,,,,
"PRT_1995_CON","Portugal",1995,,,,,,
"PRT_1996_CON","Portugal",1996,,,,,,
"PRT_1997_CON","Portugal",1997,,,,,,
"PRT_1998_CON","Portugal",1998,,,,,,
"PRT_1999_CON","Portugal",1999,,,,,,
"PRT_1999_EYHS","Portugal",1999,,,,,,
"PRT_2000_CON","Portugal",2000,,,,,,
"PRT_2001_EPIPorto","Portugal",2001,"nonFU",,,,"nonFU",
"PRT_2004_Coimbra","Portugal",2004,,,,,,
"PRT_2004_EPITeen","Portugal",2004,,,,,,
"PRT_2004_Gouveia","Portugal",2004,,,,,,
"PRT_2004_POP","Portugal",2004,,,,,,
"PRT_2007_Tondela","Portugal",2007,,,,,,
"PRT_2008_APAHS2","Portugal",2008,,,,,,
"PRT_2008_COSI1","Portugal",2008,,,,,,
"PRT_2008_EPITeen","Portugal",2008,,,,,,
"PRT_2008_EYHS","Portugal",2008,,,,,,
"PRT_2008_PESSOA","Portugal",2008,,,,,,
"PRT_2008_PNSPAPF","Portugal",2008,,,,,,
"PRT_2008_PREVADIAB1","Portugal",2008,,,,,,
"PRT_2008_primaryschools","Portugal",2008,,,,,,
"PRT_2009_Bracara","Portugal",2009,,,,,,
"PRT_2009_MALS","Portugal",2009,,,,,,
"PRT_2009_PPSOC","Portugal",2009,,,,,,
"PRT_2010_COSI2","Portugal",2010,,,,,,
"PRT_2011_ELDERLY","Portugal",2011,,,,,,
"PRT_2011_PESSOA","Portugal",2011,,,,,,
"PRT_2011_PRESTYLE","Portugal",2011,,,,,,
"PRT_2012_EPITeen","Portugal",2012,,,,,,
"PRT_2012_ISCOLE","Portugal",2012,,,,,,
"PRT_2012_SALTA","Portugal",2012,,,,,,
"PRT_2012_citMuc","Portugal",2012,,,,,,
"PRT_2013_COSI3","Portugal",2013,,,,,,
"PRT_2013_LABMED","Portugal",2013,,,,,,
"PRT_2013_Lousao","Portugal",2013,,,,,,
"PRT_2014_Coimbra","Portugal",2014,,,,,,
"PRT_2015_EPITeen","Portugal",2015,,"PRT_2004_EPITeen",,,,
"PRT_2015_INSEF","Portugal",2015,,,,,,
"PRT_2016_COSI4","Portugal",2016,,,,,,
"PRT_2016_IAN-AF","Portugal",2016,,,,,,
"PRT_2017_OOaF_rural","Portugal",2017,,,,,,
"PRT_2017_PPSOC","Portugal",2017,,,,,,
"PRT_2018_EPITeen","Portugal",2018,,"PRT_2004_EPITeen",,,,
"PRT_2018_PNSPAPF","Portugal",2018,,,,,,
"PRT_2019_COSI5","Portugal",2019,,,,,,
"PRY_2011_enctfactriesgo","Paraguay",2011,"nonFU",,,,"nonFU",
"PRY_2017_GSHS","Paraguay",2017,,,,,,
"PRY_2022_enctfactriesgo","Paraguay",2022,,"No",,,,
"PSE_1996_15275022","State of Palestine",1996,,,,,,
"PSE_1997_citAbu-Rmeilehrural","State of Palestine",1997,"nonFU",,,,"nonFU",
"PSE_1997_citAbu-Rmeilehurban","State of Palestine",1997,"nonFU",,,,"nonFU",
"PSE_2000_FNHANES","State of Palestine",2000,,,,,,
"PSE_2010_GSHS","State of Palestine",2010,,,,,,
"PSE_2010_STEPS","State of Palestine",2010,"nonFU",,,,"nonFU",
"PSE_2013_PMS","State of Palestine",2013,,,,,,
"PSE_2013_westbank","State of Palestine",2013,,,,,,
"PSE_2022_STEPS","State of Palestine",2022,"nonFU",,,,"nonFU",
"PYF_2010_STEPS","French Polynesia",2010,"nonFU",,,,"nonFU",
"PYF_2015_GSHS","French Polynesia",2015,,,,,,
"QAT_2006_GCC","Qatar",2006,,,,,,
"QAT_2011_GSHS","Qatar",2011,,,,,,
"QAT_2012_STEPS","Qatar",2012,"nonFU",,,,"nonFU",
"ROU_1987_MONICA-BUCa","Romania",1987,,,,,,
"ROU_1997_SOMAT","Romania",1997,,,,,,
"ROU_1999_PDD_rural","Romania",1999,,,,,,
"ROU_1999_PDD_urban","Romania",1999,,,,,,
"ROU_2007_citCinteza","Romania",2007,,,,,,
"ROU_2008_HTHCr","Romania",2008,,,,,,
"ROU_2009_HTHCu","Romania",2009,,,,,,
"ROU_2010_SRS","Romania",2010,,,,,,
"ROU_2012_HTHCr","Romania",2012,,,,,,
"ROU_2012_HTHCu","Romania",2012,,,,,,
"ROU_2012_SEPHAR","Romania",2012,"nonFU",,"nonFU","nonFU","nonFU",
"ROU_2013_COSI3","Romania",2013,,,,,,
"ROU_2013_HTHCr","Romania",2013,,,,,,
"ROU_2013_PREDATORR","Romania",2013,"nonFU",,,,"nonFU",
"ROU_2014_Mures","Romania",2014,,,,,,
"ROU_2014_TCS","Romania",2014,,,,,,
"ROU_2015_HTHCr","Romania",2015,,,,,,
"ROU_2015_HTHCu","Romania",2015,,,,,,
"ROU_2016_COSI4","Romania",2016,,,,,,
"ROU_2016_HTHCr","Romania",2016,,,,,,
"ROU_2016_HTHCu","Romania",2016,,,,,,
"ROU_2016_SEPHAR","Romania",2016,"nonFU",,"nonFU","nonFU","nonFU",
"ROU_2017_Erasmus","Romania",2017,,,,,,
"ROU_2017_HTHCr","Romania",2017,,,,,,
"ROU_2017_HTHCu","Romania",2017,,,,,,
"ROU_2018_Erasmus","Romania",2018,,,,,,
"ROU_2018_HTHCr","Romania",2018,,,,,,
"ROU_2018_HTHCu","Romania",2018,,,,,,
"ROU_2019_COSI5","Romania",2019,,,,,,
"ROU_2019_HTHCr","Romania",2019,,,,,,
"ROU_2019_HTHCu","Romania",2019,,,,,,
"ROU_2019_Resita","Romania",2019,,,,,,
"ROU_2021_SEPHAR","Romania",2021,,"No",,,,
"ROU_2022_HTHCr","Romania",2022,,,,,,
"ROU_2022_HTHCu","Romania",2022,,,,,,
"ROU_2022_SOLUTION","Romania",2022,,,,,,
"ROU_2023_COSI6","Romania",2023,,,,,,
"ROU_2023_Healthytraditions","Romania",2023,,,,,,
"RUS_1985_MONICA-MOCa","Russian Federation",1985,,,,,,
"RUS_1985_MONICA-MOI2","Russian Federation",1985,,,,,,
"RUS_1985_MONICA-MOI3","Russian Federation",1985,,,,,,
"RUS_1985_MONICA-NOIa","Russian Federation",1985,,,,,,
"RUS_1985_sMONICA","Russian Federation",1985,,,,,,
"RUS_1986_INTERSALT","Russian Federation",1986,,,,,,
"RUS_1986_MONICA-NOC3","Russian Federation",1986,,,,,,
"RUS_1986_MONICA-NOC4","Russian Federation",1986,,,,,,
"RUS_1988_MONICA-NOIa","Russian Federation",1988,,,,,,
"RUS_1989_MONICA-MOCa","Russian Federation",1989,,,,,,
"RUS_1989_MONICA-MOI2","Russian Federation",1989,,,,,,
"RUS_1989_MONICA-NOC3","Russian Federation",1989,,,,,,
"RUS_1992_9643001","Russian Federation",1992,,,,,,
"RUS_1992_RKS","Russian Federation",1992,,,,,,
"RUS_1993_MONICA-MOCa","Russian Federation",1993,,,,,,
"RUS_1993_MONICA-MOI2","Russian Federation",1993,,,,,,
"RUS_1993_RLMS_R2","Russian Federation",1993,"nonFU",,,,"nonFU",
"RUS_1993_RLMS_R3","Russian Federation",1993,"nonFU",,,,"nonFU",
"RUS_1993_RLMS_R4","Russian Federation",1993,"nonFU",,,,"nonFU",
"RUS_1994_MONICA-NOIa","Russian Federation",1994,,,,,,
"RUS_1994_RLMS","Russian Federation",1994,"nonFU",,,,"nonFU",
"RUS_1995_MONICA-NOC3","Russian Federation",1995,,,,,,
"RUS_1995_RLMS","Russian Federation",1995,"nonFU",,,,"nonFU",
"RUS_1996_RLMS","Russian Federation",1996,"nonFU",,,,"nonFU",
"RUS_1997_RKS","Russian Federation",1997,,,,,,
"RUS_1998_RLMS","Russian Federation",1998,"nonFU",,,,"nonFU",
"RUS_2000_RLMS","Russian Federation",2000,"nonFU",,,,"nonFU",
"RUS_2001_RLMS","Russian Federation",2001,"nonFU",,,,"nonFU",
"RUS_2002_RKS","Russian Federation",2002,,,,,,
"RUS_2002_RLMS","Russian Federation",2002,"nonFU",,,,"nonFU",
"RUS_2003_MAH","Russian Federation",2003,,,,,,
"RUS_2003_RLMS","Russian Federation",2003,"nonFU",,,,"nonFU",
"RUS_2003_SCM","Russian Federation",2003,,,,,,
"RUS_2004_HAPIEE","Russian Federation",2004,"nonFU",,"nonFU","nonFU","nonFU",
"RUS_2004_RLMS","Russian Federation",2004,"nonFU",,,,"nonFU",
"RUS_2004_SCM","Russian Federation",2004,,,,,,
"RUS_2005_MAH","Russian Federation",2005,,,,,,
"RUS_2005_RLMS","Russian Federation",2005,"nonFU",,,,"nonFU",
"RUS_2005_SCM","Russian Federation",2005,,,,,,
"RUS_2006_SCM","Russian Federation",2006,,,,,,
"RUS_2007_MAH","Russian Federation",2007,,,,,,
"RUS_2007_RKS","Russian Federation",2007,,,,,,
"RUS_2007_SCM","Russian Federation",2007,,,,,,
"RUS_2008_SCM","Russian Federation",2008,,,,,,
"RUS_2009_MAH","Russian Federation",2009,,,,,,
"RUS_2009_SAGE","Russian Federation",2009,"nonFU",,,,"nonFU",
"RUS_2009_SCM","Russian Federation",2009,,,,,,
"RUS_2010_SCM","Russian Federation",2010,,,,,,
"RUS_2011_SCM","Russian Federation",2011,,,,,,
"RUS_2012_SCM","Russian Federation",2012,,,,,,
"RUS_2013_ESSERF","Russian Federation",2013,,,,,,
"RUS_2016_COSI4","Russian Federation",2016,,,,,,
"RUS_2016_UEMSrural","Russian Federation",2016,"nonFU",,,,"nonFU",
"RUS_2016_UEMSurban","Russian Federation",2016,"nonFU",,,,"nonFU",
"RUS_2017_ESSERF2","Russian Federation",2017,,,,,,
"RUS_2017_KYHArk","Russian Federation",2017,,"No",,,,
"RUS_2017_KYHNovo","Russian Federation",2017,,"No",,,,
"RUS_2018_KYHArk","Russian Federation",2018,,"No",,,,
